Clicks_Plus_Leads,Clicks,Leads,Revenue
6674,4266,2408,1146100
4953,3297,1656,522759
3503,2784,719,158525
4280,2811,1469,523551
4381,2884,1497,389112
16022,10032,5990,1396928
14986,10998,3988,1620061
6219,4590,1629,812169
2569,1957,612,216440
1984,1523,461,114576
3403,2786,617,191902
3838,2446,1392,548514
8257,5589,2668,1069600
17305,11722,5583,991800
2326,1477,849,252224
2270,1443,827,343430
3414,2755,659,138345
1044,765,279,96128
13407,8589,4818,2027828
6906,5364,1542,113792
7083,5453,1630,261508
3000,1899,1101,320606
2793,2300,493,112640
16102,10776,5326,2025072
4170,3368,802,158652
5347,4365,982,114016
3325,2214,1111,176046
9990,6468,3522,702240
10404,8474,1930,544566
1666,1290,376,76311
11968,9165,2803,1048147
4435,3400,1035,509754
4654,3788,866,277885
10567,6735,3832,1458604
5863,4391,1472,299754
5838,3864,1974,957744
658,503,155,32505
11455,7844,3611,958410
6095,3830,2265,1242452
1366,1042,324,68544
4858,3457,1401,253536
5800,4119,1681,267206
11879,7658,4221,397158
3275,2418,857,91123
4609,3274,1335,303799
7242,4907,2335,1367820
7312,5055,2257,702270
2091,1724,367,89673
5871,4308,1563,711200
14731,11126,3605,607648
11676,8048,3628,579885
7916,5571,2345,921736
951,779,172,50496
6025,3887,2138,579040
5134,4080,1054,232140
1715,1276,439,189126
18220,12356,5864,2400640
5502,4061,1441,799820
7572,6251,1321,202839
8638,6610,2028,482575
7159,5127,2032,567256
2897,1940,957,112455
15332,10773,4559,1675080
6617,4332,2285,575195
3713,2378,1335,676272
7007,5399,1608,474140
1299,969,330,81249
15013,11303,3710,605880
6331,5256,1075,250390
1840,1237,603,182000
4927,3316,1611,366520
8492,5605,2887,486473
2558,1727,831,319176
1777,1196,581,177300
2380,1831,549,202430
8029,6283,1746,248640
3137,1962,1175,253232
11536,7752,3784,1053465
8608,6382,2226,325732
6958,5027,1931,866585
7911,6287,1624,423780
3457,2433,1024,70499
9976,7036,2940,920643
7397,4719,2678,865998
12791,9684,3107,794040
631,453,178,31780
2114,1761,353,39935
3238,2660,578,52576
13073,10226,2847,1131019
5714,4441,1273,324488
4564,3249,1315,246000
9841,6206,3635,1690200
4914,3375,1539,236880
8363,6356,2007,554760
13914,9323,4591,1116000
16905,10876,6029,1858440
2441,1733,708,191835
5114,3659,1455,313250
11401,7524,3877,515200
2447,1623,824,380442
6119,5055,1064,153435
5309,3977,1332,163096
1276,892,384,153633
5677,3921,1756,811088
3747,2990,757,90280
5054,3216,1838,641350
5676,3802,1874,302001
4636,3631,1005,135783
4302,3385,917,106560
3474,2700,774,183300
3682,2752,930,165636
11240,8613,2627,769560
5910,4418,1492,440902
5177,3735,1442,645372
1873,1218,655,104901
6466,5102,1364,761575
6026,4728,1298,506086
2157,1678,479,63963
14298,9519,4779,993496
5558,3892,1666,146529
7251,4694,2557,788020
5157,3900,1257,598416
8846,5900,2946,1603975
3920,2837,1083,334152
3503,2215,1288,248400
907,611,296,64390
3703,2987,716,180544
11981,8032,3949,971562
12139,9957,2182,333870
10215,7095,3120,589565
2020,1453,567,68640
5062,3334,1728,554364
1699,1130,569,89870
2756,1967,789,141645
1376,1069,307,64628
4834,3068,1766,863944
6011,3812,2199,731850
2150,1635,515,301852
8159,6207,1952,330820
3788,3004,784,154208
4781,3525,1256,280035
6477,4691,1786,180440
7656,6109,1547,319696
8120,6094,2026,577215
3232,2036,1196,141255
8410,6795,1615,560805
4750,3027,1723,884156
13073,8243,4830,1433790
7682,5489,2193,668196
12009,9964,2045,855600
2737,1751,986,282219
9632,7596,2036,1166592
8051,6117,1934,179892
11836,9750,2086,779842
5379,4027,1352,204120
11466,8970,2496,904366
4207,3149,1058,480528
20128,12728,7400,582576
18431,11545,6886,2951244
19333,14124,5209,1582346
4980,3496,1484,398325
9751,6444,3307,606933
3610,2297,1313,744508
3907,3141,766,289728
8386,6264,2122,634164
3657,2552,1105,250240
635,483,152,52200
5039,3964,1075,267904
5531,4598,933,341481
3142,2119,1023,165166
3259,2413,846,326106
9219,7122,2097,482295
3898,2737,1161,334718
2689,2208,481,152880
7796,6310,1486,137229
2363,1886,477,36180
6307,4660,1647,279045
3440,2263,1177,218960
3997,3158,839,329841
10080,6584,3496,1765790
6511,5393,1118,196560
6405,4940,1465,702080
5453,4137,1316,561998
6722,4364,2358,655134
3176,2415,761,336936
4832,3940,892,108834
1844,1448,396,144495
3352,2177,1175,637700
3579,2465,1114,255968
3746,3121,625,164012
3812,3122,690,187920
3868,2778,1090,400920
1746,1238,508,211580
5034,3351,1683,634372
3766,2626,1140,371575
4092,2597,1495,393065
8922,5710,3212,699170
3642,2768,874,409407
7699,5748,1951,840960
3073,2133,940,195960
6301,5103,1198,361760
10619,7206,3413,1103660
20507,14262,6245,866250
1281,964,317,54340
6307,4196,2111,330827
6645,4155,2490,1022219
1592,1324,268,56163
6987,4961,2026,284326
4870,3437,1433,290474
1392,916,476,175168
1177,858,319,60568
6893,4443,2450,582046
5092,3345,1747,461753
5802,3909,1893,642912
2581,1748,833,414864
9552,7200,2352,363776
12737,9633,3104,305760
3598,2428,1170,236385
2884,1820,1064,119387
1825,1428,397,44496
951,690,261,31784
2458,1767,691,139113
9376,6844,2532,437886
10711,6941,3770,806255
13244,8867,4377,1346466
5644,4507,1137,488007
10538,8286,2252,846600
5201,3643,1558,216840
3547,2779,768,199555
3203,2027,1176,481965
15701,10112,5589,2552609
4714,3217,1497,244420
10630,7807,2823,902656
16172,12018,4154,967434
321,252,69,20801
772,635,137,54390
1877,1233,644,126720
1372,1120,252,130096
1486,940,546,48396
2279,1467,812,163142
3116,2436,680,203450
3723,2893,830,139832
11068,8549,2519,970735
931,632,299,72000
5051,3378,1673,915184
2496,2011,485,126002
11858,7424,4434,2300339
1125,810,315,99600
1997,1330,667,284006
1755,1406,349,31302
6787,5270,1517,476680
21136,13977,7159,2729243
9665,6313,3352,258942
1687,1145,542,328614
5171,3810,1361,160132
9289,6939,2350,549360
8788,6933,1855,451388
7346,6054,1292,109056
11809,8172,3637,597821
6337,4111,2226,197984
2606,1659,947,173693
12103,8082,4021,1261755
12585,9375,3210,993462
6277,4765,1512,700128
4229,2785,1444,239592
9859,6785,3074,1462906
1612,1118,494,111550
7925,5358,2567,888720
5194,3377,1817,946400
8519,6691,1828,344796
3267,2324,943,154440
3743,2512,1231,395660
4142,2848,1294,199800
2130,1718,412,117018
4460,3296,1164,362824
8298,5658,2640,824817
14446,9534,4912,1377505
16055,11573,4482,800256
3592,2673,919,226064
3093,2012,1081,301512
3173,2025,1148,191682
2112,1738,374,157014
9369,7744,1625,194271
4335,3591,744,180030
4850,3692,1158,77520
3629,2652,977,376040
1247,878,369,83070
14391,9085,5306,1590676
12613,8292,4321,1726956
1619,1052,567,237490
13441,10340,3101,435728
2727,2004,723,281343
1705,1091,614,61746
2731,2208,523,143472
11090,8099,2991,776720
6564,4781,1783,381348
11209,8284,2925,1047816
2668,2218,450,106080
3742,2683,1059,463074
7146,5080,2066,878746
12071,7889,4182,1040966
963,642,321,42588
14394,9308,5086,1339310
4717,3836,881,122434
1977,1504,473,168336
10489,6920,3569,993773
5093,3519,1574,508542
5324,3751,1573,758104
7598,4754,2844,1326456
1936,1605,331,103790
7591,4762,2829,774400
929,648,281,43240
3934,2751,1183,395952
7478,4750,2728,881957
4385,2936,1449,184800
5412,3775,1637,395402
5147,3371,1776,403186
10213,6833,3380,438834
2245,1615,630,128511
11854,9461,2393,641025
12029,9244,2785,1432704
3936,2846,1090,138240
2367,1518,849,193257
10216,6688,3528,400653
1608,1278,330,98437
2161,1707,454,93790
17600,14656,2944,1823379
3997,2894,1103,536907
7426,6072,1354,287040
4456,3388,1068,92344
2422,1843,579,198930
13077,8556,4521,1055853
2562,2089,473,217663
12467,9364,3103,688974
6721,4847,1874,726939
7102,5079,2023,426996
3473,2248,1225,313038
8903,6018,2885,514368
5747,4265,1482,550207
6625,4777,1848,641079
10997,7657,3340,1832190
2662,1884,778,208702
4967,3867,1100,271760
11166,7595,3571,562638
4046,2962,1084,385560
1697,1143,554,134075
3215,2655,560,175570
917,616,301,100939
6589,4644,1945,691740
2035,1501,534,142205
2436,1713,723,80736
5148,3609,1539,115316
2963,2225,738,104625
8175,5220,2955,693506
5764,4603,1161,323050
5538,4536,1002,195880
2460,2010,450,116760
1070,839,231,32805
19557,13318,6239,1781096
8609,5471,3138,1341310
1607,1156,451,171962
724,531,193,52668
3227,2105,1122,194722
1018,734,284,42987
5791,4736,1055,265872
3422,2314,1108,421575
1910,1358,552,106150
9712,6474,3238,551304
13408,10905,2503,457355
2898,2055,843,207888
2929,1980,949,181300
1458,921,537,154800
2410,1522,888,516456
6802,4548,2254,903810
6079,4635,1444,546110
2623,2148,475,118620
6873,4307,2566,417690
3129,2566,563,61750
6597,5402,1195,535425
5592,3910,1682,661812
12869,8603,4266,1573568
699,581,118,25560
9241,6569,2672,539537
2417,1748,669,51376
10613,8491,2122,1010880
7592,5865,1727,399504
5789,3950,1839,269152
1557,1020,537,108853
5591,4450,1141,542025
5542,4256,1286,376650
3782,3041,741,174200
1027,807,220,75460
12793,9626,3167,484120
1546,1075,471,148850
4819,3248,1571,337483
3865,2579,1286,200353
14779,11333,3446,1278552
1634,1267,367,170312
10189,6578,3611,442470
3725,2561,1164,347211
12954,8461,4493,1333125
8479,6642,1837,197628
1761,1454,307,91845
17181,11033,6148,1744756
2876,2387,489,255844
2894,2375,519,51025
1707,1112,595,132288
7193,4805,2388,1114232
13601,9779,3822,1233426
1552,1165,387,186560
12735,8855,3880,1742958
10717,8710,2007,253602
17258,10957,6301,1359065
11109,7186,3923,989100
3087,1996,1091,100902
3150,2053,1097,259740
1447,1006,441,95892
2069,1304,765,81008
662,479,183,46800
2580,1829,751,111888
6590,4868,1722,490875
5573,3628,1945,348300
5825,4402,1423,262159
636,408,228,81282
4317,3081,1236,470660
6514,4901,1613,643929
2788,2132,656,226300
11707,8407,3300,1370880
13968,9936,4032,1892444
1245,795,450,214506
678,495,183,51465
16944,11126,5818,1462230
10036,7736,2300,529038
5595,4541,1054,354720
2844,2028,816,303962
12826,9863,2963,347446
14322,10790,3532,1177523
4863,3161,1702,290037
2717,1864,853,139337
2947,1846,1101,294056
3717,2410,1307,153428
2700,1839,861,159300
16716,10805,5911,1712207
649,540,109,40640
3965,2486,1479,549180
5300,3761,1539,602838
6572,4176,2396,398640
796,555,241,34650
12052,8347,3705,721203
8752,6255,2497,619620
2743,1720,1023,205200
17306,11031,6275,3381420
3263,2126,1137,234919
13179,9142,4037,1848187
3026,2146,880,360448
6392,5012,1380,601188
1578,1142,436,79002
11787,7858,3929,626400
7332,5965,1367,338030
5683,3831,1852,389382
3005,2231,774,234740
12558,9342,3216,1369695
2017,1571,446,199950
7664,5152,2512,934816
952,782,170,40768
2990,2016,974,155379
3961,3019,942,170962
6934,4766,2168,1012773
7099,4660,2439,356400
965,729,236,71722
1107,799,308,43485
2591,2022,569,209056
845,703,142,73248
2031,1434,597,78840
3531,2258,1273,304440
2977,2264,713,372855
8466,6052,2414,839558
3771,3073,698,140956
12840,9930,2910,1489085
3685,2818,867,198090
10529,6810,3719,2093672
7791,5355,2436,209304
6097,4273,1824,229690
16277,10256,6021,2243862
3528,2890,638,298044
9946,7727,2219,313817
2297,1726,571,140483
1292,1022,270,90287
4095,2780,1315,592500
5671,3743,1928,295050
4656,3111,1545,425194
9494,6531,2963,1611504
3349,2464,885,457305
7383,5849,1534,175525
15382,10377,5005,2697626
6677,5467,1210,381914
4042,2636,1406,577200
5317,3474,1843,286517
17035,10719,6316,826360
2372,1532,840,329601
16749,11891,4858,526500
8754,5710,3044,691470
4878,3206,1672,715770
11210,7957,3253,1459840
4934,3124,1810,745200
11478,9085,2393,270684
3339,2751,588,107387
10038,7221,2817,1055684
4421,3246,1175,345384
14399,11009,3390,516411
4860,3745,1115,381843
6705,5092,1613,760842
3478,2556,922,78948
11654,7948,3706,1854842
10692,7216,3476,967252
14919,10933,3986,913088
4719,3465,1254,344470
7727,5976,1751,409731
1115,737,378,117987
1228,872,356,126819
6364,5010,1354,485000
9554,6619,2935,535250
1447,965,482,106275
13105,9758,3347,507792
8336,6761,1575,806307
5238,3811,1427,302600
6950,5468,1482,736376
1297,902,395,106400
5141,3920,1221,87360
8008,5095,2913,414936
3066,2189,877,94484
1954,1505,449,137865
7633,5792,1841,387869
4490,3594,896,143260
3490,2618,872,205458
7471,5801,1670,741080
3632,2786,846,476941
5066,3555,1511,501600
10803,7130,3673,735680
1639,1126,513,215050
7239,4582,2657,806104
3388,2311,1077,472500
7780,6240,1540,334083
934,612,322,117670
5207,3965,1242,214638
749,543,206,89156
1788,1285,503,130419
15003,10027,4976,857397
3892,2922,970,153720
9340,6939,2401,567311
4924,3433,1491,455504
17748,11393,6355,2434122
6862,4370,2492,333060
8134,6717,1417,190080
4411,2818,1593,315282
11647,9438,2209,310420
4073,2616,1457,154644
8181,5689,2492,1470246
3369,2283,1086,73590
9249,7393,1856,524157
12056,8435,3621,792988
4302,2764,1538,533110
9573,6347,3226,518100
7119,4982,2137,626039
6612,4291,2321,537526
1281,1036,245,85398
2716,2034,682,263550
3516,2747,769,237839
7834,5549,2285,238620
5167,3943,1224,473770
7465,5514,1951,222955
3224,2161,1063,227906
8639,6884,1755,307800
3719,2575,1144,297253
11853,7580,4273,1409856
11802,8226,3576,477988
850,620,230,23987
8762,5729,3033,1238730
14925,10934,3991,1278090
1989,1280,709,89577
15105,9535,5570,1244800
4364,2978,1386,200028
3420,2474,946,353106
6467,4424,2043,397440
7092,5104,1988,464971
17620,13966,3654,1389692
3244,2284,960,151728
2042,1489,553,153095
7638,4830,2808,395364
1423,890,533,205920
4622,3154,1468,356546
8450,5304,3146,1296256
9003,5676,3327,818028
785,549,236,39870
1798,1425,373,101343
2643,1825,818,318971
7414,4824,2590,912185
12542,8071,4471,2412102
9632,6625,3007,677580
4720,3781,939,171332
14751,9649,5102,1288350
1960,1480,480,115326
3273,2693,580,107010
2629,1706,923,132252
8701,6878,1823,442260
7916,5201,2715,337488
7052,5789,1263,296098
7491,4825,2666,1267728
6373,4087,2286,718956
7429,5465,1964,576023
9621,6151,3470,1066128
6031,4904,1127,598509
1941,1247,694,175175
2587,1769,818,133866
1429,1084,345,25086
1318,932,386,40670
5728,3847,1881,728840
2734,1903,831,372240
3193,2281,912,182709
6994,5647,1347,174551
7214,5942,1272,336776
3733,2992,741,338954
7775,6061,1714,557613
11083,8186,2897,452582
1653,1088,565,222504
17761,13961,3800,1090560
6584,5276,1308,275842
4662,3178,1484,378764
7029,4488,2541,1029591
2761,1776,985,172480
16105,12245,3860,860320
3511,2392,1119,159714
8245,6506,1739,546812
16868,11927,4941,2152880
3995,3091,904,91800
6677,4997,1680,249717
12516,8106,4410,1106469
7414,4883,2531,442420
5023,3731,1292,480076
9438,7553,1885,511056
3570,2285,1285,641209
3641,3016,625,305016
3552,2913,639,313650
5695,3940,1755,740028
6181,4875,1306,194909
5043,3784,1259,296000
6452,4175,2277,206045
10062,6302,3760,420336
10098,7367,2731,393800
7371,4667,2704,765060
1863,1169,694,194150
15010,9736,5274,1605564
6082,4101,1981,343662
893,618,275,75978
3937,2995,942,382386
3138,2299,839,152090
12451,9102,3349,886830
2283,1777,506,110124
5098,3960,1138,157320
6111,4340,1771,782270
7455,5997,1458,621075
4283,2979,1304,356926
6133,4610,1523,376635
5751,4349,1402,332114
3170,2291,879,128372
985,742,243,68724
5583,3605,1978,261846
3324,2220,1104,519517
7655,6145,1510,405234
16833,11633,5200,2188251
1997,1276,721,248694
3924,3077,847,124848
446,331,115,23048
7872,5807,2065,273692
2581,1700,881,150512
2057,1484,573,116070
5811,4342,1469,388608
4157,2920,1237,210930
2750,1850,900,211761
5873,4064,1809,579768
1442,939,503,142266
3875,2647,1228,310700
2025,1416,609,178365
4154,2792,1362,513366
6840,4909,1931,283000
15965,11258,4707,1231250
754,554,200,86640
6282,4490,1792,633766
5225,3507,1718,428090
4603,2987,1616,358142
2383,1920,463,123417
13115,8711,4404,1403150
2411,1824,587,91719
13153,9159,3994,1514667
7409,5031,2378,839160
12800,8919,3881,647190
10069,7228,2841,1490400
4633,3508,1125,245190
4003,2550,1453,376992
5689,3932,1757,271150
3742,2427,1315,433485
7461,5865,1596,537138
13416,10302,3114,617684
5459,4047,1412,435897
6209,4992,1217,336258
8380,5699,2681,743183
5238,4025,1213,636852
4792,3481,1311,99396
1933,1557,376,184828
5565,4095,1470,187550
9979,7220,2759,1131952
3718,2678,1040,391545
12822,8062,4760,805140
2925,2361,564,64448
2072,1332,740,221238
8475,5886,2589,357136
6155,4007,2148,406560
9687,6741,2946,520331
4715,2962,1753,390456
2056,1369,687,119434
7478,5758,1720,547056
978,774,204,116651
3280,2606,674,238396
10622,8413,2209,1022040
1665,1382,283,97461
11306,9075,2231,1062670
5617,3697,1920,395136
3394,2544,850,389825
19033,12118,6915,1603217
12727,7994,4733,649036
2188,1752,436,93927
7850,5665,2185,354244
20589,13816,6773,1102617
4183,3102,1081,644409
3725,2808,917,118802
19749,12449,7300,1229148
12334,7968,4366,1656039
5178,3600,1578,680680
2600,1871,729,171976
8844,5671,3173,731619
8344,5290,3054,459832
4632,3017,1615,825367
11968,9319,2649,601188
11936,9254,2682,442827
3764,2409,1355,365560
2574,2081,493,108100
3042,2472,570,143640
5176,3711,1465,530689
2894,2168,726,133215
3200,2040,1160,226476
1283,1009,274,147452
7600,5611,1989,623760
6505,4224,2281,332656
16815,10539,6276,1885614
7042,4680,2362,437800
8221,5636,2585,1160097
5813,4674,1139,404488
7732,5479,2253,479478
11516,8942,2574,424308
1801,1371,430,95004
10064,8022,2042,271998
1280,940,340,69105
8951,6271,2680,591555
20531,13490,7041,1192116
2067,1570,497,117018
3155,2552,603,94430
4624,3394,1230,434226
10720,8537,2183,251250
2160,1719,441,107100
17379,12431,4948,2613952
9129,7316,1813,506826
3891,2515,1376,566229
8625,6595,2030,901748
6472,4983,1489,206283
3319,2355,964,368676
4671,3414,1257,232299
8117,5566,2551,746043
9654,7978,1676,317720
10045,6969,3076,1135800
1307,975,332,166600
2943,2431,512,108106
1529,1032,497,90522
8557,5818,2739,782648
2675,2038,637,135450
4125,3037,1088,332694
6175,4791,1384,598728
1486,997,489,161550
3414,2158,1256,502537
15150,12167,2983,1393476
7516,5180,2336,318560
8119,6280,1839,403436
2706,1822,884,281610
4824,3073,1751,924615
8743,6239,2504,491487
289,224,65,20720
8774,5559,3215,682878
3286,2559,727,111438
14955,11419,3536,317152
8133,5370,2763,1206920
1085,819,266,77385
3310,2087,1223,85224
954,694,260,50634
3730,2526,1204,661581
9720,6524,3196,601378
6343,4299,2044,597791
2904,2295,609,163293
20409,13636,6773,2084811
2573,1706,867,383830
1917,1439,478,212840
6620,5382,1238,367516
1309,1002,307,134532
11770,7916,3854,281232
2946,2087,859,217451
1694,1167,527,218633
6229,5136,1093,471454
3057,2406,651,145960
6329,4143,2186,666770
15338,9589,5749,1504535
650,442,208,50490
7860,6545,1315,408969
5081,3593,1488,335104
679,511,168,81039
5111,3397,1714,137456
3544,2524,1020,360349
11746,8126,3620,1114485
6074,4982,1092,309127
5233,3732,1501,206832
7154,5361,1793,447219
7939,6371,1568,435712
1941,1497,444,169950
11515,7511,4004,2066064
2864,2088,776,136136
9941,7022,2919,1075114
1467,1105,362,77292
4723,3468,1255,256168
5141,3751,1390,467792
5586,3943,1643,685536
6013,4174,1839,310250
5270,3478,1792,312110
9565,6347,3218,683212
13527,10227,3300,1617378
17458,11664,5794,1177686
2171,1484,687,152079
8414,5929,2485,167915
2921,1920,1001,188502
3195,2581,614,171840
5065,3519,1546,315425
7166,5477,1689,321672
4772,3088,1684,517120
2464,1694,770,271942
14453,9866,4587,1108664
4911,3742,1169,463710
5926,3970,1956,284022
6310,4246,2064,1076421
11991,7672,4319,697809
1337,924,413,196860
4706,3153,1553,284580
2380,1950,430,85204
5152,4111,1041,410824
3534,2407,1127,481195
9320,6577,2743,703110
5112,3601,1511,430784
6901,5695,1206,278944
10958,8132,2826,869990
19212,12707,6505,3216320
9290,6077,3213,1053286
12251,8906,3345,484376
2015,1657,358,91341
4622,3313,1309,309246
2148,1649,499,42744
5917,3872,2045,594606
4302,2702,1600,407148
3259,2058,1201,562096
9768,7836,1932,898908
5596,3585,2011,437529
12456,9683,2773,1057379
2802,1866,936,167508
6623,4249,2374,680800
10635,6778,3857,1454050
6907,4384,2523,875140
15502,11843,3659,963000
7290,5316,1974,348936
4528,2959,1569,255094
13562,9193,4369,1339000
8790,6404,2386,752095
4321,3345,976,94875
10879,7762,3117,1764294
9204,7550,1654,798018
4227,3224,1003,105708
4912,3869,1043,212800
14967,9609,5358,1288666
2299,1685,614,269932
5911,3868,2043,513744
12919,10240,2679,1055718
1705,1412,293,63883
3131,2052,1079,509465
2393,1589,804,371358
5088,3277,1811,565950
3410,2434,976,297093
16066,10963,5103,1388000
2022,1567,455,139194
6183,4542,1641,283214
17549,11920,5629,1355538
4546,3770,776,100092
18697,14142,4555,574425
9629,6938,2691,847587
8323,5271,3052,347728
3658,2801,857,250976
7334,5948,1386,336490
7037,5645,1392,233640
4140,2799,1341,281764
13027,10048,2979,564000
2233,1691,542,97520
7617,5340,2277,1097469
1685,1316,369,50560
938,693,245,67776
4626,3554,1072,234630
1395,1036,359,97388
3259,2244,1015,135830
854,535,319,175643
4890,3252,1638,173456
7238,4651,2587,390115
6174,4994,1180,310620
2545,1878,667,113148
1835,1291,544,118287
6272,4440,1832,914056
10123,7753,2370,389150
4766,3161,1605,382518
12735,8029,4706,1570550
6808,4274,2534,644190
2715,2057,658,217655
10418,6823,3595,234396
8806,6085,2721,456480
2698,1867,831,176368
1829,1248,581,300423
1810,1481,329,32504
10640,7614,3026,561000
11106,8518,2588,822976
12210,9850,2360,586546
6198,4715,1483,307450
17404,11496,5908,1008504
12871,8408,4463,2095208
6231,4217,2014,247015
1126,843,283,33909
5176,4160,1016,154600
19708,12748,6960,1796655
2681,1972,709,205205
2924,1948,976,143140
8836,5606,3230,787600
7970,6193,1777,131824
13869,9451,4418,840973
1578,1124,454,58025
9322,6569,2753,798816
11288,8781,2507,575352
3926,3108,818,150015
1806,1252,554,105248
4516,3740,776,178733
4973,3289,1684,530292
6155,4583,1572,696738
5905,4468,1437,334476
10215,7326,2889,274890
1500,982,518,100284
17747,12879,4868,1630820
9127,6113,3014,1394739
1747,1115,632,229216
2645,2032,613,245784
13622,8909,4713,1238488
9276,5911,3365,836472
4149,3429,720,413706
10910,6848,4062,1184730
5084,3987,1097,381060
5609,3535,2074,839691
1512,1171,341,73024
2920,1847,1073,212058
8946,6770,2176,690656
6506,5011,1495,361548
5463,4364,1099,177510
2444,1670,774,211365
4936,3471,1465,198024
2386,1725,661,132160
7289,4917,2372,1263436
16301,11837,4464,955660
9779,6826,2953,1322400
7918,5683,2235,386888
3251,2484,767,94149
13339,8421,4918,2508500
6808,4675,2133,312220
6136,3997,2139,369648
15441,9712,5729,1495161
5902,4607,1295,470580
9589,6355,3234,1181444
4829,3305,1524,445362
4213,2799,1414,344114
2244,1519,725,336921
4710,3281,1429,230395
13559,9321,4238,1141272
12778,9932,2846,425502
9095,5863,3232,769397
4303,2762,1541,105192
4692,3024,1668,511676
1349,1120,229,49215
3448,2576,872,156228
3355,2120,1235,345150
1978,1599,379,145152
3520,2770,750,189924
6234,5154,1080,193831
5895,4166,1729,286044
6127,3902,2225,766941
9362,7146,2216,867713
18447,12403,6044,2081442
8966,5910,3056,472387
2481,1556,925,345173
3126,2426,700,80580
3934,2809,1125,114264
1589,1235,354,129789
3359,2284,1075,550240
2718,1940,778,115968
2034,1647,387,100492
6442,4248,2194,1125390
14817,10390,4427,516030
2857,2109,748,174825
1282,954,328,93312
3952,3061,891,257020
4294,3510,784,174741
1101,728,373,92191
4649,3536,1113,230736
6169,3959,2210,806432
5360,4187,1173,121407
13632,8720,4912,2245938
1597,1198,399,61560
846,561,285,92665
6381,4316,2065,435411
1657,1289,368,53721
14078,10872,3206,608360
10650,8001,2649,437108
2846,2226,620,137514
10960,7798,3162,1115880
9945,6533,3412,1368432
13363,9226,4137,640640
11638,7297,4341,1177490
5066,3500,1566,896616
9360,5882,3478,411432
2044,1539,505,182266
15843,12040,3803,1899432
3818,3147,671,352256
7276,5365,1911,672345
504,348,156,24442
5821,3660,2161,615000
2283,1448,835,174124
7663,5748,1915,264384
599,413,186,73914
6564,4928,1636,314820
6894,4808,2086,503034
3892,2644,1248,514800
13506,9261,4245,1487364
2280,1784,496,145775
6029,3993,2036,895518
516,397,119,25064
3955,2793,1162,280423
4192,2722,1470,602910
1267,829,438,33117
10722,7625,3097,664560
1587,1139,448,117780
5297,3528,1769,920907
4582,2893,1689,441864
589,390,199,39644
3994,2929,1065,253368
9483,6746,2737,427800
10518,7193,3325,357460
2659,2006,653,91665
14763,10240,4523,1339776
3297,2543,754,101016
4818,3926,892,158536
6089,4955,1134,321584
3339,2699,640,174850
5160,4230,930,99750
1527,1154,373,137966
2537,1776,761,211975
12451,8739,3712,1490400
4955,3661,1294,451529
5657,3714,1943,594282
2129,1452,677,195440
21972,14265,7707,1814709
5726,4186,1540,239168
5391,3821,1570,267890
1398,1116,282,64614
7860,6314,1546,667524
17265,13148,4117,597760
13662,8793,4869,2009118
1483,1127,356,25200
4173,3259,914,255075
1920,1546,374,42164
11413,9398,2015,263750
4965,3801,1164,245000
11151,8149,3002,323424
7310,4711,2599,1617378
3238,2251,987,114920
7822,5947,1875,456936
10029,6875,3154,851730
11261,9038,2223,904128
2772,2191,581,165984
2496,1577,919,269082
9374,6321,3053,841617
4584,3751,833,193239
6769,5176,1593,545988
3510,2268,1242,200000
2414,1512,902,114380
5492,4065,1427,192066
4830,3139,1691,569568
7293,5553,1740,216320
2059,1582,477,103416
1759,1466,293,167776
7064,5006,2058,493427
7624,6207,1417,389697
1007,668,339,182961
7380,5539,1841,518959
3629,2591,1038,220220
3622,2642,980,149292
5218,3699,1519,239094
1198,805,393,84227
4483,3268,1215,583200
10249,8207,2042,326626
3110,2232,878,280134
4761,3102,1659,222504
4617,3677,940,125720
2434,1961,473,34272
13248,10193,3055,1215448
5379,3910,1469,272824
1840,1415,425,122409
12061,8372,3689,730970
13978,9388,4590,1082670
10467,7017,3450,1073984
6651,4480,2171,706112
1451,983,468,75950
5460,3893,1567,204140
814,557,257,60691
7787,5042,2745,479259
2327,1890,437,130830
16009,11193,4816,1522932
15237,9832,5405,1116658
13229,8370,4859,2598484
14333,11011,3322,640940
1817,1169,648,154118
3782,3110,672,251888
2309,1650,659,195286
5406,4188,1218,400113
1199,860,339,73048
1091,861,230,59965
6848,4738,2110,716680
448,290,158,30233
3775,2969,806,322977
1836,1278,558,241080
2816,2325,491,73892
3545,2589,956,291456
6037,4392,1645,356352
7127,5430,1697,509642
1340,910,430,93500
6683,5301,1382,383760
4993,3189,1804,277488
4803,3338,1465,225432
11489,8134,3355,879999
8443,6190,2253,697349
3625,2935,690,100737
7215,5144,2071,207662
2636,2119,517,85305
5326,3502,1824,553090
2939,2067,872,192096
2086,1535,551,131841
2757,1813,944,181651
11920,7727,4193,1473566
2726,1835,891,244076
611,440,171,20358
5025,3719,1306,383292
7494,4860,2634,699022
5907,3746,2161,779746
1498,1219,279,61950
2925,1877,1048,278300
5165,4090,1075,277139
3378,2294,1084,131936
8292,5510,2782,1051650
789,554,235,68470
9041,6545,2496,520138
9684,6431,3253,629045
8992,7140,1852,682693
1774,1269,505,134673
14158,10538,3620,738369
2889,2114,775,79530
15046,10797,4249,621978
2957,2210,747,154675
6885,4837,2048,177688
3459,2794,665,162811
5354,4402,952,363440
13992,10065,3927,1105003
3842,2502,1340,567624
2253,1724,529,305361
