Duration,Clicks_Plus_Leads,Clicks,Leads,Revenue
13,11836,9750,2086,779842
30,5379,4027,1352,204120
23,11466,8970,2496,904366
6,4207,3149,1058,480528
10,20128,12728,7400,582576
20,18431,11545,6886,2951244
8,19333,14124,5209,1582346
21,4980,3496,1484,398325
18,9751,6444,3307,606933
5,3610,2297,1313,744508
13,3907,3141,766,289728
28,8386,6264,2122,634164
10,3657,2552,1105,250240
19,635,483,152,52200
17,5039,3964,1075,267904
12,5531,4598,933,341481
6,3142,2119,1023,165166
7,3259,2413,846,326106
13,9219,7122,2097,482295
7,3898,2737,1161,334718
24,2689,2208,481,152880
28,7796,6310,1486,137229
30,2363,1886,477,36180
30,6307,4660,1647,279045
27,3440,2263,1177,218960
18,3997,3158,839,329841
26,10080,6584,3496,1765790
11,6511,5393,1118,196560
11,6405,4940,1465,702080
18,5453,4137,1316,561998
8,6722,4364,2358,655134
10,3176,2415,761,336936
22,4832,3940,892,108834
15,1844,1448,396,144495
18,3352,2177,1175,637700
26,3579,2465,1114,255968
21,3746,3121,625,164012
17,3812,3122,690,187920
12,3868,2778,1090,400920
26,1746,1238,508,211580
21,5034,3351,1683,634372
10,3766,2626,1140,371575
17,4092,2597,1495,393065
12,8922,5710,3212,699170
24,3642,2768,874,409407
27,7699,5748,1951,840960
13,3073,2133,940,195960
16,6301,5103,1198,361760
23,10619,7206,3413,1103660
26,20507,14262,6245,866250
21,1281,964,317,54340
21,6307,4196,2111,330827
29,6645,4155,2490,1022219
17,1592,1324,268,56163
5,6987,4961,2026,284326
22,4870,3437,1433,290474
29,1392,916,476,175168
24,1177,858,319,60568
12,6893,4443,2450,582046
19,5092,3345,1747,461753
27,5802,3909,1893,642912
26,2581,1748,833,414864
26,9552,7200,2352,363776
5,12737,9633,3104,305760
25,3598,2428,1170,236385
19,2884,1820,1064,119387
16,1825,1428,397,44496
30,951,690,261,31784
6,2458,1767,691,139113
15,9376,6844,2532,437886
9,10711,6941,3770,806255
13,13244,8867,4377,1346466
9,5644,4507,1137,488007
25,10538,8286,2252,846600
17,5201,3643,1558,216840
6,3547,2779,768,199555
22,3203,2027,1176,481965
22,15701,10112,5589,2552609
29,4714,3217,1497,244420
18,10630,7807,2823,902656
24,16172,12018,4154,967434
10,321,252,69,20801
16,772,635,137,54390
30,1877,1233,644,126720
15,1372,1120,252,130096
30,1486,940,546,48396
22,2279,1467,812,163142
11,3116,2436,680,203450
11,3723,2893,830,139832
7,11068,8549,2519,970735
20,931,632,299,72000
11,5051,3378,1673,915184
29,2496,2011,485,126002
18,11858,7424,4434,2300339
25,1125,810,315,99600
12,1997,1330,667,284006
18,1755,1406,349,31302
15,6787,5270,1517,476680
20,21136,13977,7159,2729243
24,9665,6313,3352,258942
18,1687,1145,542,328614
30,5171,3810,1361,160132
13,9289,6939,2350,549360
13,8788,6933,1855,451388
9,7346,6054,1292,109056
8,11809,8172,3637,597821
8,6337,4111,2226,197984
12,2606,1659,947,173693
7,12103,8082,4021,1261755
9,12585,9375,3210,993462
6,6277,4765,1512,700128
16,4229,2785,1444,239592
25,9859,6785,3074,1462906
12,1612,1118,494,111550
28,7925,5358,2567,888720
6,5194,3377,1817,946400
5,8519,6691,1828,344796
24,3267,2324,943,154440
28,3743,2512,1231,395660
11,4142,2848,1294,199800
16,2130,1718,412,117018
14,4460,3296,1164,362824
14,8298,5658,2640,824817
19,14446,9534,4912,1377505
10,16055,11573,4482,800256
16,3592,2673,919,226064
25,3093,2012,1081,301512
29,3173,2025,1148,191682
28,2112,1738,374,157014
7,9369,7744,1625,194271
14,4335,3591,744,180030
23,4850,3692,1158,77520
22,3629,2652,977,376040
16,1247,878,369,83070
22,14391,9085,5306,1590676
26,12613,8292,4321,1726956
13,1619,1052,567,237490
13,13441,10340,3101,435728
15,2727,2004,723,281343
12,1705,1091,614,61746
10,2731,2208,523,143472
27,11090,8099,2991,776720
19,6564,4781,1783,381348
23,11209,8284,2925,1047816
29,2668,2218,450,106080
16,3742,2683,1059,463074
30,7146,5080,2066,878746
30,12071,7889,4182,1040966
8,963,642,321,42588
10,14394,9308,5086,1339310
18,4717,3836,881,122434
15,1977,1504,473,168336
15,10489,6920,3569,993773
25,5093,3519,1574,508542
23,5324,3751,1573,758104
10,7598,4754,2844,1326456
23,1936,1605,331,103790
21,7591,4762,2829,774400
19,929,648,281,43240
24,3934,2751,1183,395952
6,7478,4750,2728,881957
25,4385,2936,1449,184800
6,5412,3775,1637,395402
16,5147,3371,1776,403186
10,10213,6833,3380,438834
5,2245,1615,630,128511
5,11854,9461,2393,641025
9,12029,9244,2785,1432704
6,3936,2846,1090,138240
5,2367,1518,849,193257
30,10216,6688,3528,400653
7,1608,1278,330,98437
21,2161,1707,454,93790
23,17600,14656,2944,1823379
23,3997,2894,1103,536907
5,7426,6072,1354,287040
17,4456,3388,1068,92344
11,2422,1843,579,198930
24,13077,8556,4521,1055853
11,2562,2089,473,217663
20,12467,9364,3103,688974
22,6721,4847,1874,726939
8,7102,5079,2023,426996
11,3473,2248,1225,313038
26,8903,6018,2885,514368
19,5747,4265,1482,550207
8,6625,4777,1848,641079
25,10997,7657,3340,1832190
14,2662,1884,778,208702
5,4967,3867,1100,271760
5,11166,7595,3571,562638
22,4046,2962,1084,385560
22,1697,1143,554,134075
18,3215,2655,560,175570
24,917,616,301,100939
19,6589,4644,1945,691740
28,2035,1501,534,142205
22,2436,1713,723,80736
5,5148,3609,1539,115316
17,2963,2225,738,104625
17,8175,5220,2955,693506
29,5764,4603,1161,323050
19,5538,4536,1002,195880
8,2460,2010,450,116760
25,1070,839,231,32805
20,19557,13318,6239,1781096
25,8609,5471,3138,1341310
15,1607,1156,451,171962
6,724,531,193,52668
7,3227,2105,1122,194722
17,1018,734,284,42987
23,5791,4736,1055,265872
23,3422,2314,1108,421575
6,1910,1358,552,106150
29,9712,6474,3238,551304
25,13408,10905,2503,457355
11,2898,2055,843,207888
9,2929,1980,949,181300
10,1458,921,537,154800
9,2410,1522,888,516456
27,6802,4548,2254,903810
15,6079,4635,1444,546110
13,2623,2148,475,118620
23,6873,4307,2566,417690
27,3129,2566,563,61750
18,6597,5402,1195,535425
24,5592,3910,1682,661812
9,12869,8603,4266,1573568
29,699,581,118,25560
13,9241,6569,2672,539537
10,2417,1748,669,51376
20,10613,8491,2122,1010880
7,7592,5865,1727,399504
5,5789,3950,1839,269152
27,1557,1020,537,108853
7,5591,4450,1141,542025
11,5542,4256,1286,376650
27,3782,3041,741,174200
10,1027,807,220,75460
21,12793,9626,3167,484120
22,1546,1075,471,148850
17,4819,3248,1571,337483
6,3865,2579,1286,200353
23,14779,11333,3446,1278552
30,1634,1267,367,170312
17,10189,6578,3611,442470
5,3725,2561,1164,347211
5,12954,8461,4493,1333125
27,8479,6642,1837,197628
27,1761,1454,307,91845
17,17181,11033,6148,1744756
6,2876,2387,489,255844
6,2894,2375,519,51025
10,1707,1112,595,132288
21,7193,4805,2388,1114232
10,13601,9779,3822,1233426
7,1552,1165,387,186560
30,12735,8855,3880,1742958
9,10717,8710,2007,253602
6,17258,10957,6301,1359065
13,11109,7186,3923,989100
29,3087,1996,1091,100902
20,3150,2053,1097,259740
19,1447,1006,441,95892
14,2069,1304,765,81008
15,662,479,183,46800
19,2580,1829,751,111888
30,6590,4868,1722,490875
12,5573,3628,1945,348300
16,5825,4402,1423,262159
29,636,408,228,81282
15,4317,3081,1236,470660
19,6514,4901,1613,643929
30,2788,2132,656,226300
5,11707,8407,3300,1370880
17,13968,9936,4032,1892444
25,1245,795,450,214506
29,678,495,183,51465
7,16944,11126,5818,1462230
9,10036,7736,2300,529038
27,5595,4541,1054,354720
10,2844,2028,816,303962
6,12826,9863,2963,347446
7,14322,10790,3532,1177523
28,4863,3161,1702,290037
24,2717,1864,853,139337
25,2947,1846,1101,294056
21,3717,2410,1307,153428
5,2700,1839,861,159300
5,16716,10805,5911,1712207
5,649,540,109,40640
18,3965,2486,1479,549180
24,5300,3761,1539,602838
11,6572,4176,2396,398640
13,796,555,241,34650
5,12052,8347,3705,721203
14,8752,6255,2497,619620
6,2743,1720,1023,205200
19,17306,11031,6275,3381420
21,3263,2126,1137,234919
8,13179,9142,4037,1848187
13,3026,2146,880,360448
20,6392,5012,1380,601188
29,1578,1142,436,79002
8,11787,7858,3929,626400
12,7332,5965,1367,338030
18,5683,3831,1852,389382
15,3005,2231,774,234740
27,12558,9342,3216,1369695
15,2017,1571,446,199950
27,7664,5152,2512,934816
5,952,782,170,40768
28,2990,2016,974,155379
26,3961,3019,942,170962
11,6934,4766,2168,1012773
6,7099,4660,2439,356400
17,965,729,236,71722
14,1107,799,308,43485
26,2591,2022,569,209056
17,845,703,142,73248
26,2031,1434,597,78840
26,3531,2258,1273,304440
26,2977,2264,713,372855
14,8466,6052,2414,839558
11,3771,3073,698,140956
27,12840,9930,2910,1489085
19,3685,2818,867,198090
8,10529,6810,3719,2093672
25,7791,5355,2436,209304
16,6097,4273,1824,229690
22,16277,10256,6021,2243862
10,3528,2890,638,298044
10,9946,7727,2219,313817
22,2297,1726,571,140483
27,1292,1022,270,90287
17,4095,2780,1315,592500
13,5671,3743,1928,295050
21,4656,3111,1545,425194
7,9494,6531,2963,1611504
30,3349,2464,885,457305
20,7383,5849,1534,175525
24,15382,10377,5005,2697626
21,6677,5467,1210,381914
15,4042,2636,1406,577200
24,5317,3474,1843,286517
9,17035,10719,6316,826360
23,2372,1532,840,329601
21,16749,11891,4858,526500
19,8754,5710,3044,691470
24,4878,3206,1672,715770
15,11210,7957,3253,1459840
28,4934,3124,1810,745200
20,11478,9085,2393,270684
30,3339,2751,588,107387
18,10038,7221,2817,1055684
13,4421,3246,1175,345384
5,14399,11009,3390,516411
9,4860,3745,1115,381843
23,6705,5092,1613,760842
29,3478,2556,922,78948
17,11654,7948,3706,1854842
14,10692,7216,3476,967252
6,14919,10933,3986,913088
13,4719,3465,1254,344470
5,7727,5976,1751,409731
8,1115,737,378,117987
9,1228,872,356,126819
15,6364,5010,1354,485000
20,9554,6619,2935,535250
20,1447,965,482,106275
16,13105,9758,3347,507792
6,8336,6761,1575,806307
27,5238,3811,1427,302600
28,6950,5468,1482,736376
14,1297,902,395,106400
7,5141,3920,1221,87360
6,8008,5095,2913,414936
29,3066,2189,877,94484
8,1954,1505,449,137865
18,7633,5792,1841,387869
19,4490,3594,896,143260
14,3490,2618,872,205458
29,7471,5801,1670,741080
29,3632,2786,846,476941
10,5066,3555,1511,501600
6,10803,7130,3673,735680
29,1639,1126,513,215050
14,7239,4582,2657,806104
7,3388,2311,1077,472500
8,7780,6240,1540,334083
23,934,612,322,117670
13,5207,3965,1242,214638
17,749,543,206,89156
24,1788,1285,503,130419
22,15003,10027,4976,857397
5,3892,2922,970,153720
23,9340,6939,2401,567311
23,4924,3433,1491,455504
9,17748,11393,6355,2434122
24,6862,4370,2492,333060
23,8134,6717,1417,190080
30,4411,2818,1593,315282
10,11647,9438,2209,310420
16,4073,2616,1457,154644
25,8181,5689,2492,1470246
28,3369,2283,1086,73590
26,9249,7393,1856,524157
13,12056,8435,3621,792988
28,4302,2764,1538,533110
30,9573,6347,3226,518100
28,7119,4982,2137,626039
27,6612,4291,2321,537526
22,1281,1036,245,85398
19,2716,2034,682,263550
5,3516,2747,769,237839
16,7834,5549,2285,238620
17,5167,3943,1224,473770
15,7465,5514,1951,222955
21,3224,2161,1063,227906
16,8639,6884,1755,307800
7,3719,2575,1144,297253
12,11853,7580,4273,1409856
17,11802,8226,3576,477988
22,850,620,230,23987
25,8762,5729,3033,1238730
22,14925,10934,3991,1278090
26,1989,1280,709,89577
14,15105,9535,5570,1244800
13,4364,2978,1386,200028
9,3420,2474,946,353106
11,6467,4424,2043,397440
12,7092,5104,1988,464971
21,17620,13966,3654,1389692
25,3244,2284,960,151728
8,2042,1489,553,153095
17,7638,4830,2808,395364
21,1423,890,533,205920
30,4622,3154,1468,356546
25,8450,5304,3146,1296256
22,9003,5676,3327,818028
19,785,549,236,39870
15,1798,1425,373,101343
26,2643,1825,818,318971
5,7414,4824,2590,912185
5,12542,8071,4471,2412102
21,9632,6625,3007,677580
22,4720,3781,939,171332
9,14751,9649,5102,1288350
26,1960,1480,480,115326
11,3273,2693,580,107010
22,2629,1706,923,132252
6,8701,6878,1823,442260
8,7916,5201,2715,337488
22,7052,5789,1263,296098
27,7491,4825,2666,1267728
14,6373,4087,2286,718956
29,7429,5465,1964,576023
17,9621,6151,3470,1066128
13,6031,4904,1127,598509
17,1941,1247,694,175175
30,2587,1769,818,133866
27,1429,1084,345,25086
13,1318,932,386,40670
9,5728,3847,1881,728840
23,2734,1903,831,372240
7,3193,2281,912,182709
5,6994,5647,1347,174551
16,7214,5942,1272,336776
14,3733,2992,741,338954
12,7775,6061,1714,557613
16,11083,8186,2897,452582
9,1653,1088,565,222504
6,17761,13961,3800,1090560
22,6584,5276,1308,275842
5,4662,3178,1484,378764
18,7029,4488,2541,1029591
25,2761,1776,985,172480
13,16105,12245,3860,860320
23,3511,2392,1119,159714
18,8245,6506,1739,546812
30,16868,11927,4941,2152880
19,3995,3091,904,91800
15,6677,4997,1680,249717
16,12516,8106,4410,1106469
17,7414,4883,2531,442420
26,5023,3731,1292,480076
19,9438,7553,1885,511056
9,3570,2285,1285,641209
12,3641,3016,625,305016
15,3552,2913,639,313650
5,5695,3940,1755,740028
8,6181,4875,1306,194909
7,5043,3784,1259,296000
16,6452,4175,2277,206045
11,10062,6302,3760,420336
22,10098,7367,2731,393800
27,7371,4667,2704,765060
19,1863,1169,694,194150
30,15010,9736,5274,1605564
23,6082,4101,1981,343662
28,893,618,275,75978
19,3937,2995,942,382386
23,3138,2299,839,152090
13,12451,9102,3349,886830
7,2283,1777,506,110124
7,5098,3960,1138,157320
11,6111,4340,1771,782270
21,7455,5997,1458,621075
6,4283,2979,1304,356926
12,6133,4610,1523,376635
24,5751,4349,1402,332114
14,3170,2291,879,128372
9,985,742,243,68724
23,5583,3605,1978,261846
8,3324,2220,1104,519517
13,7655,6145,1510,405234
19,16833,11633,5200,2188251
6,1997,1276,721,248694
24,3924,3077,847,124848
25,446,331,115,23048
24,7872,5807,2065,273692
27,2581,1700,881,150512
21,2057,1484,573,116070
16,5811,4342,1469,388608
9,4157,2920,1237,210930
26,2750,1850,900,211761
11,5873,4064,1809,579768
13,1442,939,503,142266
25,3875,2647,1228,310700
7,2025,1416,609,178365
12,4154,2792,1362,513366
5,6840,4909,1931,283000
24,15965,11258,4707,1231250
18,754,554,200,86640
6,6282,4490,1792,633766
22,5225,3507,1718,428090
6,4603,2987,1616,358142
20,2383,1920,463,123417
29,13115,8711,4404,1403150
14,2411,1824,587,91719
14,13153,9159,3994,1514667
30,7409,5031,2378,839160
19,12800,8919,3881,647190
28,10069,7228,2841,1490400
25,4633,3508,1125,245190
7,4003,2550,1453,376992
24,5689,3932,1757,271150
12,3742,2427,1315,433485
22,7461,5865,1596,537138
7,13416,10302,3114,617684
18,5459,4047,1412,435897
12,6209,4992,1217,336258
10,8380,5699,2681,743183
24,5238,4025,1213,636852
23,4792,3481,1311,99396
8,1933,1557,376,184828
5,5565,4095,1470,187550
25,9979,7220,2759,1131952
11,3718,2678,1040,391545
5,12822,8062,4760,805140
16,2925,2361,564,64448
19,2072,1332,740,221238
30,8475,5886,2589,357136
11,6155,4007,2148,406560
17,9687,6741,2946,520331
10,4715,2962,1753,390456
9,2056,1369,687,119434
13,7478,5758,1720,547056
26,978,774,204,116651
14,3280,2606,674,238396
7,10622,8413,2209,1022040
8,1665,1382,283,97461
15,11306,9075,2231,1062670
12,5617,3697,1920,395136
12,3394,2544,850,389825
22,19033,12118,6915,1603217
30,12727,7994,4733,649036
21,2188,1752,436,93927
19,7850,5665,2185,354244
8,20589,13816,6773,1102617
13,4183,3102,1081,644409
9,3725,2808,917,118802
23,19749,12449,7300,1229148
19,12334,7968,4366,1656039
14,5178,3600,1578,680680
26,2600,1871,729,171976
18,8844,5671,3173,731619
15,8344,5290,3054,459832
30,4632,3017,1615,825367
26,11968,9319,2649,601188
29,11936,9254,2682,442827
29,3764,2409,1355,365560
21,2574,2081,493,108100
30,3042,2472,570,143640
16,5176,3711,1465,530689
30,2894,2168,726,133215
11,3200,2040,1160,226476
17,1283,1009,274,147452
9,7600,5611,1989,623760
24,6505,4224,2281,332656
23,16815,10539,6276,1885614
7,7042,4680,2362,437800
19,8221,5636,2585,1160097
14,5813,4674,1139,404488
7,7732,5479,2253,479478
17,11516,8942,2574,424308
5,1801,1371,430,95004
14,10064,8022,2042,271998
30,1280,940,340,69105
19,8951,6271,2680,591555
5,20531,13490,7041,1192116
7,2067,1570,497,117018
26,3155,2552,603,94430
20,4624,3394,1230,434226
25,10720,8537,2183,251250
11,2160,1719,441,107100
19,17379,12431,4948,2613952
30,9129,7316,1813,506826
13,3891,2515,1376,566229
21,8625,6595,2030,901748
11,6472,4983,1489,206283
18,3319,2355,964,368676
28,4671,3414,1257,232299
25,8117,5566,2551,746043
27,9654,7978,1676,317720
27,10045,6969,3076,1135800
28,1307,975,332,166600
21,2943,2431,512,108106
9,1529,1032,497,90522
10,8557,5818,2739,782648
5,2675,2038,637,135450
12,4125,3037,1088,332694
14,6175,4791,1384,598728
18,1486,997,489,161550
28,3414,2158,1256,502537
18,15150,12167,2983,1393476
11,7516,5180,2336,318560
21,8119,6280,1839,403436
26,2706,1822,884,281610
23,4824,3073,1751,924615
20,8743,6239,2504,491487
19,289,224,65,20720
9,8774,5559,3215,682878
5,3286,2559,727,111438
5,14955,11419,3536,317152
16,8133,5370,2763,1206920
25,1085,819,266,77385
29,3310,2087,1223,85224
8,954,694,260,50634
10,3730,2526,1204,661581
26,9720,6524,3196,601378
6,6343,4299,2044,597791
9,2904,2295,609,163293
30,20409,13636,6773,2084811
25,2573,1706,867,383830
28,1917,1439,478,212840
27,6620,5382,1238,367516
8,1309,1002,307,134532
14,11770,7916,3854,281232
29,2946,2087,859,217451
26,1694,1167,527,218633
20,6229,5136,1093,471454
18,3057,2406,651,145960
7,6329,4143,2186,666770
13,15338,9589,5749,1504535
20,650,442,208,50490
5,7860,6545,1315,408969
14,5081,3593,1488,335104
13,679,511,168,81039
20,5111,3397,1714,137456
21,3544,2524,1020,360349
14,11746,8126,3620,1114485
26,6074,4982,1092,309127
14,5233,3732,1501,206832
5,7154,5361,1793,447219
21,7939,6371,1568,435712
12,1941,1497,444,169950
9,11515,7511,4004,2066064
5,2864,2088,776,136136
9,9941,7022,2919,1075114
23,1467,1105,362,77292
13,4723,3468,1255,256168
19,5141,3751,1390,467792
27,5586,3943,1643,685536
5,6013,4174,1839,310250
12,5270,3478,1792,312110
27,9565,6347,3218,683212
8,13527,10227,3300,1617378
21,17458,11664,5794,1177686
21,2171,1484,687,152079
20,8414,5929,2485,167915
16,2921,1920,1001,188502
24,3195,2581,614,171840
20,5065,3519,1546,315425
6,7166,5477,1689,321672
6,4772,3088,1684,517120
28,2464,1694,770,271942
9,14453,9866,4587,1108664
11,4911,3742,1169,463710
30,5926,3970,1956,284022
19,6310,4246,2064,1076421
11,11991,7672,4319,697809
20,1337,924,413,196860
14,4706,3153,1553,284580
13,2380,1950,430,85204
7,5152,4111,1041,410824
26,3534,2407,1127,481195
28,9320,6577,2743,703110
23,5112,3601,1511,430784
5,6901,5695,1206,278944
27,10958,8132,2826,869990
11,19212,12707,6505,3216320
19,9290,6077,3213,1053286
6,12251,8906,3345,484376
27,2015,1657,358,91341
7,4622,3313,1309,309246
24,2148,1649,499,42744
15,5917,3872,2045,594606
18,4302,2702,1600,407148
27,3259,2058,1201,562096
14,9768,7836,1932,898908
14,5596,3585,2011,437529
29,12456,9683,2773,1057379
27,2802,1866,936,167508
28,6623,4249,2374,680800
5,10635,6778,3857,1454050
8,6907,4384,2523,875140
24,15502,11843,3659,963000
16,7290,5316,1974,348936
20,4528,2959,1569,255094
25,13562,9193,4369,1339000
7,8790,6404,2386,752095
16,4321,3345,976,94875
20,10879,7762,3117,1764294
10,9204,7550,1654,798018
7,4227,3224,1003,105708
10,4912,3869,1043,212800
5,14967,9609,5358,1288666
29,2299,1685,614,269932
7,5911,3868,2043,513744
30,12919,10240,2679,1055718
6,1705,1412,293,63883
25,3131,2052,1079,509465
17,2393,1589,804,371358
25,5088,3277,1811,565950
30,3410,2434,976,297093
8,16066,10963,5103,1388000
5,2022,1567,455,139194
20,6183,4542,1641,283214
19,17549,11920,5629,1355538
28,4546,3770,776,100092
13,18697,14142,4555,574425
7,9629,6938,2691,847587
29,8323,5271,3052,347728
12,3658,2801,857,250976
17,7334,5948,1386,336490
22,7037,5645,1392,233640
7,4140,2799,1341,281764
12,13027,10048,2979,564000
29,2233,1691,542,97520
22,7617,5340,2277,1097469
19,1685,1316,369,50560
20,938,693,245,67776
18,4626,3554,1072,234630
7,1395,1036,359,97388
28,3259,2244,1015,135830
27,854,535,319,175643
11,4890,3252,1638,173456
8,7238,4651,2587,390115
5,6174,4994,1180,310620
12,2545,1878,667,113148
19,1835,1291,544,118287
6,6272,4440,1832,914056
22,10123,7753,2370,389150
28,4766,3161,1605,382518
22,12735,8029,4706,1570550
5,6808,4274,2534,644190
27,2715,2057,658,217655
27,10418,6823,3595,234396
17,8806,6085,2721,456480
14,2698,1867,831,176368
12,1829,1248,581,300423
10,1810,1481,329,32504
14,10640,7614,3026,561000
11,11106,8518,2588,822976
17,12210,9850,2360,586546
17,6198,4715,1483,307450
28,17404,11496,5908,1008504
28,12871,8408,4463,2095208
25,6231,4217,2014,247015
10,1126,843,283,33909
22,5176,4160,1016,154600
28,19708,12748,6960,1796655
8,2681,1972,709,205205
7,2924,1948,976,143140
27,8836,5606,3230,787600
22,7970,6193,1777,131824
25,13869,9451,4418,840973
13,1578,1124,454,58025
7,9322,6569,2753,798816
14,11288,8781,2507,575352
21,3926,3108,818,150015
19,1806,1252,554,105248
12,4516,3740,776,178733
22,4973,3289,1684,530292
24,6155,4583,1572,696738
14,5905,4468,1437,334476
27,10215,7326,2889,274890
16,1500,982,518,100284
14,17747,12879,4868,1630820
23,9127,6113,3014,1394739
13,1747,1115,632,229216
28,2645,2032,613,245784
19,13622,8909,4713,1238488
17,9276,5911,3365,836472
12,4149,3429,720,413706
22,10910,6848,4062,1184730
6,5084,3987,1097,381060
6,5609,3535,2074,839691
5,1512,1171,341,73024
8,2920,1847,1073,212058
17,8946,6770,2176,690656
25,6506,5011,1495,361548
19,5463,4364,1099,177510
30,2444,1670,774,211365
24,4936,3471,1465,198024
19,2386,1725,661,132160
8,7289,4917,2372,1263436
17,16301,11837,4464,955660
16,9779,6826,2953,1322400
9,7918,5683,2235,386888
6,3251,2484,767,94149
20,13339,8421,4918,2508500
8,6808,4675,2133,312220
24,6136,3997,2139,369648
27,15441,9712,5729,1495161
24,5902,4607,1295,470580
10,9589,6355,3234,1181444
22,4829,3305,1524,445362
28,4213,2799,1414,344114
21,2244,1519,725,336921
15,4710,3281,1429,230395
18,13559,9321,4238,1141272
21,12778,9932,2846,425502
12,9095,5863,3232,769397
20,4303,2762,1541,105192
8,4692,3024,1668,511676
21,1349,1120,229,49215
29,3448,2576,872,156228
6,3355,2120,1235,345150
18,1978,1599,379,145152
27,3520,2770,750,189924
20,6234,5154,1080,193831
5,5895,4166,1729,286044
29,6127,3902,2225,766941
7,9362,7146,2216,867713
15,18447,12403,6044,2081442
27,8966,5910,3056,472387
6,2481,1556,925,345173
10,3126,2426,700,80580
29,3934,2809,1125,114264
7,1589,1235,354,129789
9,3359,2284,1075,550240
16,2718,1940,778,115968
28,2034,1647,387,100492
27,6442,4248,2194,1125390
7,14817,10390,4427,516030
25,2857,2109,748,174825
28,1282,954,328,93312
23,3952,3061,891,257020
17,4294,3510,784,174741
10,1101,728,373,92191
29,4649,3536,1113,230736
14,6169,3959,2210,806432
22,5360,4187,1173,121407
14,13632,8720,4912,2245938
20,1597,1198,399,61560
8,846,561,285,92665
26,6381,4316,2065,435411
30,1657,1289,368,53721
28,14078,10872,3206,608360
21,10650,8001,2649,437108
19,2846,2226,620,137514
15,10960,7798,3162,1115880
30,9945,6533,3412,1368432
27,13363,9226,4137,640640
9,11638,7297,4341,1177490
16,5066,3500,1566,896616
27,9360,5882,3478,411432
26,2044,1539,505,182266
18,15843,12040,3803,1899432
7,3818,3147,671,352256
19,7276,5365,1911,672345
27,504,348,156,24442
29,5821,3660,2161,615000
28,2283,1448,835,174124
12,7663,5748,1915,264384
14,599,413,186,73914
21,6564,4928,1636,314820
6,6894,4808,2086,503034
19,3892,2644,1248,514800
16,13506,9261,4245,1487364
24,2280,1784,496,145775
12,6029,3993,2036,895518
14,516,397,119,25064
8,3955,2793,1162,280423
6,4192,2722,1470,602910
10,1267,829,438,33117
10,10722,7625,3097,664560
8,1587,1139,448,117780
9,5297,3528,1769,920907
18,4582,2893,1689,441864
27,589,390,199,39644
26,3994,2929,1065,253368
16,9483,6746,2737,427800
16,10518,7193,3325,357460
30,2659,2006,653,91665
14,14763,10240,4523,1339776
26,3297,2543,754,101016
18,4818,3926,892,158536
20,6089,4955,1134,321584
28,3339,2699,640,174850
28,5160,4230,930,99750
14,1527,1154,373,137966
22,2537,1776,761,211975
21,12451,8739,3712,1490400
16,4955,3661,1294,451529
19,5657,3714,1943,594282
18,2129,1452,677,195440
5,21972,14265,7707,1814709
13,5726,4186,1540,239168
25,5391,3821,1570,267890
28,1398,1116,282,64614
6,7860,6314,1546,667524
17,17265,13148,4117,597760
14,13662,8793,4869,2009118
24,1483,1127,356,25200
8,4173,3259,914,255075
14,1920,1546,374,42164
15,11413,9398,2015,263750
7,4965,3801,1164,245000
9,11151,8149,3002,323424
19,7310,4711,2599,1617378
10,3238,2251,987,114920
16,7822,5947,1875,456936
18,10029,6875,3154,851730
11,11261,9038,2223,904128
13,2772,2191,581,165984
12,2496,1577,919,269082
6,9374,6321,3053,841617
29,4584,3751,833,193239
17,6769,5176,1593,545988
15,3510,2268,1242,200000
28,2414,1512,902,114380
26,5492,4065,1427,192066
21,4830,3139,1691,569568
13,7293,5553,1740,216320
16,2059,1582,477,103416
15,1759,1466,293,167776
22,7064,5006,2058,493427
21,7624,6207,1417,389697
23,1007,668,339,182961
28,7380,5539,1841,518959
30,3629,2591,1038,220220
22,3622,2642,980,149292
29,5218,3699,1519,239094
21,1198,805,393,84227
9,4483,3268,1215,583200
15,10249,8207,2042,326626
9,3110,2232,878,280134
30,4761,3102,1659,222504
27,4617,3677,940,125720
10,2434,1961,473,34272
9,13248,10193,3055,1215448
13,5379,3910,1469,272824
28,1840,1415,425,122409
28,12061,8372,3689,730970
23,13978,9388,4590,1082670
24,10467,7017,3450,1073984
8,6651,4480,2171,706112
5,1451,983,468,75950
26,5460,3893,1567,204140
18,814,557,257,60691
30,7787,5042,2745,479259
18,2327,1890,437,130830
11,16009,11193,4816,1522932
18,15237,9832,5405,1116658
13,13229,8370,4859,2598484
17,14333,11011,3322,640940
30,1817,1169,648,154118
25,3782,3110,672,251888
28,2309,1650,659,195286
7,5406,4188,1218,400113
24,1199,860,339,73048
30,1091,861,230,59965
11,6848,4738,2110,716680
15,448,290,158,30233
22,3775,2969,806,322977
30,1836,1278,558,241080
12,2816,2325,491,73892
6,3545,2589,956,291456
17,6037,4392,1645,356352
21,7127,5430,1697,509642
20,1340,910,430,93500
19,6683,5301,1382,383760
13,4993,3189,1804,277488
23,4803,3338,1465,225432
23,11489,8134,3355,879999
25,8443,6190,2253,697349
20,3625,2935,690,100737
15,7215,5144,2071,207662
18,2636,2119,517,85305
10,5326,3502,1824,553090
10,2939,2067,872,192096
5,2086,1535,551,131841
14,2757,1813,944,181651
7,11920,7727,4193,1473566
17,2726,1835,891,244076
8,611,440,171,20358
21,5025,3719,1306,383292
11,7494,4860,2634,699022
